Context,Actual,Response
[SOC][User]I will be leaving on Saturday and I am departing from Cambridge.[dialog_acts]Train-Inform[Bot]There are 19 trains that day do you have a time you will be traveling?[dialog_acts]Train-Inform Train-Request[User]I need to arrive by 16:15 and I want to book it for 6 people. [dialog_acts]Train-Inform[EOC],[Bot]I have one that leaves at 14:01 and arrives at 15:01. Would you like be to book that one?,[SOR][Bot]Great! I've booked you on TR7012 should you need it.
"[SOC][User]I need to arrive by 16:15 and I want to book it for 6 people. [dialog_acts]Train-Inform[Bot]I have one that leaves at 14:01 and arrives at 15:01. Would you like be to book that one?[dialog_acts]Train-Inform Train-OfferBook[User]Yes please, book that for 6 people and I need the reference number.[dialog_acts]Train-Inform[EOC]",[Bot]The booking was successful and your feference number is CJC7YKBL. May I help you with anything else today?,"[SOR][Bot]OK I have a booking for 5 tickets booked for 0192016 5rs, reference #1IVF61NV"
"[SOC][User]Yes please, book that for 6 people and I need the reference number.[dialog_acts]Train-Inform[Bot]The booking was successful and your feference number is CJC7YKBL. May I help you with anything else today?[dialog_acts]general-reqmore Train-OfferBooked[User]I am looking for a restaurant called The Lucky Star and would like to book the same six people there on the same day.  Is that a possibility?[dialog_acts]Restaurant-Inform[EOC]",[Bot]The Lucky Star is a Chinese restaurant on the south side falling in the cheap price range. I can try making a reservation for you; how many people in your party?,[SOR][Bot]Sure! I just need to know what kind of food you would like?
"[SOC][User]I am looking for a restaurant called The Lucky Star and would like to book the same six people there on the same day.  Is that a possibility?[dialog_acts]Restaurant-Inform[Bot]The Lucky Star is a Chinese restaurant on the south side falling in the cheap price range. I can try making a reservation for you; how many people in your party?[dialog_acts]Booking-Inform Booking-Request Restaurant-Inform[User]Like I mentioned previously, it'll be for the same 6 people, on the same day (Saturday), at 11:45 please.[dialog_acts]Restaurant-Inform[EOC]",[Bot]Your booking was successful. The reference number is : PWSAA94F. Is there anything else I can help you with?,"[SOR][Bot]You're all set, your reference number is YCRNV9WK, and they will hold the table for 15 minutes.  Can I help you with anything else today?"
"[SOC][User]Like I mentioned previously, it'll be for the same 6 people, on the same day (Saturday), at 11:45 please.[dialog_acts]Restaurant-Inform[Bot]Your booking was successful. The reference number is : PWSAA94F. Is there anything else I can help you with?[dialog_acts]general-reqmore Booking-Book[User]That will be all. Thank you for your help![dialog_acts]general-thank[EOC]","[Bot]Thank you for using Cambridge TownInfo centre.  Please remember us for your future travel needs.
",[SOR][Bot]I'm sure we will. Thank you for using this service.
"[SOC][User]i want a reservation that has cheap price and should be in the east[dialog_acts]Hotel-Inform[Bot]we have 3 with your specification [dialog_acts]Hotel-Inform[User]Oh, I also need it to have free parking and I want a guest house.[dialog_acts]Hotel-Inform[EOC]",[Bot]How about allenbell? It looks great.,[SOR][Bot]I have 5 guest houses in the east that offer both free parking and free internet. Do you have a preference?
"[SOC][User]Oh, I also need it to have free parking and I want a guest house.[dialog_acts]Hotel-Inform[Bot]How about allenbell? It looks great.[dialog_acts]Hotel-Recommend[User]Sure, please book it for 1 person for 5 nights starting on thursday.[dialog_acts]Hotel-Inform[EOC]",[Bot]Booking was unsuccessful. Perhaps another day or shorter stay?,[SOR][Bot]Great! Your confirmation is T194E6HS.
"[SOC][User]Sure, please book it for 1 person for 5 nights starting on thursday.[dialog_acts]Hotel-Inform[Bot]Booking was unsuccessful. Perhaps another day or shorter stay?[dialog_acts]Booking-NoBook Booking-Request[User]how about starting on friday?[dialog_acts]Hotel-Inform[EOC]",[Bot]Booking was successful for Friday. Reference number is : VRX491JS.,[SOR][Bot]Can I get you a table there once you've booked for 3?
[SOC][User]how about starting on friday?[dialog_acts]Hotel-Inform[Bot]Booking was successful for Friday. Reference number is : VRX491JS.[dialog_acts]Booking-Book[User]Thank you so much!  That is all I needed.[dialog_acts]general-thank[EOC],[Bot]Thank you goodbye,[SOR][Bot]Have a great day!
[SOC][User]I need a train that leaves on Wednesday with an arrival of 12:30.[dialog_acts]Train-Inform[Bot]Where will you be travelling to and from?[dialog_acts]Train-Request[User]I'm traveling from Cambridge to the London Liverpool Street.[dialog_acts]Train-Inform[EOC],[Bot]The TR1047 leaves at 05:59 and arrives by 07:27.  Is that alright?,[SOR][Bot]There are 19 trains going from Cambridge to London Liverpool Street on Wednesday. Do you need to book a seat on one of these? What time would you like to leave?
"[SOC][User]I'm traveling from Cambridge to the London Liverpool Street.[dialog_acts]Train-Inform[Bot]The TR1047 leaves at 05:59 and arrives by 07:27.  Is that alright?[dialog_acts]Train-Inform[User]Yes, that sounds fine.  I need 7 tickets please.[dialog_acts]Train-Inform[EOC]",[Bot]Great. The reference number is 8BGCYRD5 and the total fee is 132.8 GBP. Can I help with anything else?,[SOR][Bot]Okay.  You seats are booked and the total fee is 66.5 GBP payable at the station.  Can I help you with anything else?
"[SOC][User]Yes, that sounds fine.  I need 7 tickets please.[dialog_acts]Train-Inform[Bot]Great. The reference number is 8BGCYRD5 and the total fee is 132.8 GBP. Can I help with anything else?[dialog_acts]general-reqmore Train-OfferBooked[User]Thanks, that's all I need. Have a nice day.[dialog_acts]general-thank[EOC]",[Bot]You're very welcome. Have a safe trip!,[SOR][Bot]You're welcome. Thanks for using our service. Goodbye. 
[SOC][User]I need to catch a train out of Cambridge after 15:45.[dialog_acts]Train-Inform[Bot]Could you provide me with your destination?[dialog_acts]Train-Request[User]I'd like to go to Stevenage. [dialog_acts]Train-Inform[EOC],[Bot]What day do you need the train?,[SOR][Bot]TR0966 leaves at 16:21. Would that work? Should I book it for you?
[SOC][User]I'd like to go to Stevenage. [dialog_acts]Train-Inform[Bot]What day do you need the train?[dialog_acts]Train-Request[User]I need to leave on Monday.  Can you book me for 4 people and can I get the reference number?[dialog_acts]Train-Inform Train-Request[EOC],"[Bot]TR0254 leaves Cambridge at 17:21.  The Booking was successful, the total fee is 51.2 GBP payable at the station .
Reference number is : 5K1EMDSS.",[SOR][Bot]What time will you need to arrive by?
"[SOC][User]I need to leave on Monday.  Can you book me for 4 people and can I get the reference number?[dialog_acts]Train-Inform Train-Request[Bot]TR0254 leaves Cambridge at 17:21.  The Booking was successful, the total fee is 51.2 GBP payable at the station .
Reference number is : 5K1EMDSS.[dialog_acts]Train-Inform Train-OfferBooked[User]Perfect. Now if you can just help me find the autumn house hotel?[dialog_acts]Hotel-Inform[EOC]",[Bot]Certainly! The autumn house hotel is located on the east side at 710 newmarket road. ,"[SOR][Bot]Yeah I can help you with that. A 14-unit guesthouse in the east. It's located in the north by Holiday Inn Cambridge, 39 Newnham Road."
"[SOC][User]Perfect. Now if you can just help me find the autumn house hotel?[dialog_acts]Hotel-Inform[Bot]Certainly! The autumn house hotel is located on the east side at 710 newmarket road. [dialog_acts]Hotel-Inform[User]Great, thanks! I think that's all I need today. Good bye. [dialog_acts]general-bye[EOC]",[Bot]Thank you for letting us help.  Good bye,"[SOR][Bot]You're welcome,most welcome. Have a great day."
"[SOC][User]Hi, I'd like to find a place to stay that includes free wi-fi.[dialog_acts]general-greet[Bot]I have quite a few places that offer wifi, is there is a certain price range you are looking for?[dialog_acts]Hotel-Request Hotel-Inform[User]Something cheap would be good. [dialog_acts]Hotel-Inform[EOC]",[Bot]I have about 10 different places. Do you have a preference on the area of town? ,[SOR][Bot]We have quite a few cheap ones. Is there a particular area you would like to stay in?
[SOC][User]Something cheap would be good. [dialog_acts]Hotel-Inform[Bot]I have about 10 different places. Do you have a preference on the area of town? [dialog_acts]Hotel-Request Hotel-Inform[User]No not really. But I would prefer a hotel and like both free wifi and parking if possible. [dialog_acts]Hotel-Inform[EOC],[Bot]The Cambridge belfry is a hotel in the west that is cheap and has both free internet and wifi.  Would you like to book this?,"[SOR][Bot]I have two hotels that would meet your needs, free parking and wifi. I would recommend the Autumn House in the Centre."
[SOC][User]No not really. But I would prefer a hotel and like both free wifi and parking if possible. [dialog_acts]Hotel-Inform[Bot]The Cambridge belfry is a hotel in the west that is cheap and has both free internet and wifi.  Would you like to book this?[dialog_acts]Booking-Inform Hotel-Inform[User]That's fine.  I'll need it for three nights starting on Sunday.[dialog_acts]Hotel-Inform[EOC],"[Bot]Unfortunately, that day doesn't work. Can we try booking another day or a shorter stay, perhaps?",[SOR][Bot]I'm not sure what time that would be for or for how many.
"[SOC][User]That's fine.  I'll need it for three nights starting on Sunday.[dialog_acts]Hotel-Inform[Bot]Unfortunately, that day doesn't work. Can we try booking another day or a shorter stay, perhaps?[dialog_acts]Booking-NoBook Booking-Request[User]Is there another hotel that matches that criteria?[dialog_acts]Hotel-Inform[EOC]",[Bot]Unfortunately that's the only hotel that suits your criteria.,[SOR][Bot]could you try for either a shorter or a longer stay?
"[SOC][User]Is there another hotel that matches that criteria?[dialog_acts]Hotel-Inform[Bot]Unfortunately that's the only hotel that suits your criteria.[dialog_acts]Hotel-Inform[User]I will try and restate so you can look again, I need free wifi and parking, cheap place, type of room does not matter.[dialog_acts]Hotel-Inform[EOC]",[Bot]There are 10 places that match your criteria.  What part of town would you like to stay in?,"[SOR][Bot]There are three hotels that fit your criteria, is there a price range or area you prefer instead of a hotel?"
"[SOC][User]I will try and restate so you can look again, I need free wifi and parking, cheap place, type of room does not matter.[dialog_acts]Hotel-Inform[Bot]There are 10 places that match your criteria.  What part of town would you like to stay in?[dialog_acts]Hotel-Request Hotel-Inform[User]It doesn't matter. Whatever is available nearby will be fine.[dialog_acts][EOC]",[Bot]I will give it a try again.  How many people will there be?,[SOR][Bot]I had decided the Varsity restaurant location would be perfect. We could book that now if you'd like?
[SOC][User]It doesn't matter. Whatever is available nearby will be fine.[dialog_acts][Bot]I will give it a try again.  How many people will there be?[dialog_acts]Booking-Request[User]there are 4 of us.[dialog_acts]Hotel-Inform[EOC],"[Bot]You are booked at the Alexander B & B.  It is cheap, with wifi and parking included.  Your reference number is ZTRMOKWM. Is there anything else?",[SOR][Bot]Sure! What day and how many nights will you need?
"[SOC][User]there are 4 of us.[dialog_acts]Hotel-Inform[Bot]You are booked at the Alexander B & B.  It is cheap, with wifi and parking included.  Your reference number is ZTRMOKWM. Is there anything else?[dialog_acts]Hotel-Inform general-reqmore Booking-Book[User]No. That is all![dialog_acts][EOC]",[Bot]Have a nice day and enjoy your stay.  Bye.,"[SOR][Bot]Thank you, enjoy your stay."
[SOC][User]No. That is all![dialog_acts][Bot]Have a nice day and enjoy your stay.  Bye.[dialog_acts]general-bye[User]Thank you for your assistance.[dialog_acts]general-thank[EOC],[Bot]You are welcome. Have a great time,[SOR][Bot]Have a great day and enjoy your stay in our nasty city!
"[SOC][User]I'm planning a trip to Pembroke College.[dialog_acts]Attraction-Inform[Bot]Great! Pembroke College is in town. What information can I help you with?[dialog_acts]general-greet general-reqmore Attraction-Inform[User]I'd like to know what type of attraction it is, the entrance fee, and what area it's in, please.[dialog_acts]Attraction-Request[EOC]",[Bot]It is a college in the centre of town. There is no entrance fee. May I help you with anything else?,[SOR][Bot]It is a college and its free.
"[SOC][User]I'd like to know what type of attraction it is, the entrance fee, and what area it's in, please.[dialog_acts]Attraction-Request[Bot]It is a college in the centre of town. There is no entrance fee. May I help you with anything else?[dialog_acts]general-reqmore Attraction-Inform[User]I'm looking for a train to Cambridge leaving after 19:30.[dialog_acts]Train-Inform[EOC]",[Bot]What day of the week are you traveling and what is your departure station?,"[SOR][Bot]There are 2,096 North Indian and 1,843 British train tickets available. Do you have a preferred arrival time in Cambridge, or could you prefer a departure time or departure time?"
[SOC][User]I'm looking for a train to Cambridge leaving after 19:30.[dialog_acts]Train-Inform[Bot]What day of the week are you traveling and what is your departure station?[dialog_acts]Train-Request[User]I want to depart from Norwich on Friday.[dialog_acts]Train-Inform[EOC],[Bot]TrainID TR5291 departs at 20:16. Their price is 17.60 pounds. Would you like to book this train? ,[SOR][Bot]Train TR3248 leaves at 19:16 and will cost 18.88 pounds.  It leaves at 19:36.  Would that work?
[SOC][User]I want to depart from Norwich on Friday.[dialog_acts]Train-Inform[Bot]TrainID TR5291 departs at 20:16. Their price is 17.60 pounds. Would you like to book this train? [dialog_acts]Train-Inform Train-OfferBook[User]What time does the train arrive?[dialog_acts]Train-Request[EOC],[Bot]The TR5291 arrives by 21:35.,[SOR][Bot]It arrives by 21:35 the train is 51 minutes long.
[SOC][User]What time does the train arrive?[dialog_acts]Train-Request[Bot]The TR5291 arrives by 21:35.[dialog_acts]Train-Inform[User]That sounds perfect. Can you go ahead and book that for me?[dialog_acts][EOC],[Bot]Certainly! Are you traveling by yourself or would you need more than one ticket?,[SOR][Bot]I was able to book 14 tickets for you. You will have total fee of 90.6 GBP which is payable at the station. 
[SOC][User]That sounds perfect. Can you go ahead and book that for me?[dialog_acts][Bot]Certainly! Are you traveling by yourself or would you need more than one ticket?[dialog_acts]general-greet Train-Request[User]I just need the travel time and price please[dialog_acts]Train-Request[EOC],[Bot]The travel time is 79 minutes and it is 17.60 pounds.,[SOR][Bot]TR6794 will arrive at 13:56 and its 8.08 pounds per ticket to get you to London Kings Cross.  Would you like a ticket?
[SOC][User]I just need the travel time and price please[dialog_acts]Train-Request[Bot]The travel time is 79 minutes and it is 17.60 pounds.[dialog_acts]Train-Inform[User]That is all I need. Thank you.[dialog_acts]general-thank[EOC],[Bot]Are you certain you don't need further assistance?,[SOR][Bot]Enjoy your trip!
[SOC][User]That is all I need. Thank you.[dialog_acts]general-thank[Bot]Are you certain you don't need further assistance?[dialog_acts]general-reqmore[User]Yes. Have a nice day.[dialog_acts][EOC],[Bot]It has been my pleasure. Feel free to contact us if you need any assistance.,[SOR][Bot]May I help with a guesthouse or hotel?
"[SOC][User]Are there any good places to visit in the centre of town? Thankyou.[dialog_acts]Attraction-Inform[Bot]There are loads of fun, interesting attractions in city centre. Do you have anything specific in mind? Architecture, boats, concerthalls, museums, colleges, nightclubs, parks, swimmingpools, theatres?[dialog_acts]Attraction-Request Attraction-Inform[User]I don't have a preference.  Please pick something for me. [dialog_acts][EOC]","[Bot]There are several Churches, Architecture attractions. Would you like one of them?",[SOR][Bot]wandlebury country park is popular. would you like the phone number?
"[SOC][User]I don't have a preference.  Please pick something for me. [dialog_acts][Bot]There are several Churches, Architecture attractions. Would you like one of them?[dialog_acts]general-reqmore Attraction-Inform[User]Pick one of the best churches for me and let me know the entrance fee please.[dialog_acts]Attraction-Request[EOC]",[Bot]All Saints Church is located on Jesus Lane and the entrance is fee.,[SOR][Bot]Archway House is a beautiful architecture attraction. They are located at man and sheep's green with a 2 pound entrance fee. Their postal code is cb58rg. Can I assist you further?
"[SOC][User]Pick one of the best churches for me and let me know the entrance fee please.[dialog_acts]Attraction-Request[Bot]All Saints Church is located on Jesus Lane and the entrance is fee.[dialog_acts]Attraction-Inform[User]I am also looking for a train. The train should depart from cambridge and should arrive by 17:30.
The train should leave on friday and should go to leicester[dialog_acts]Train-Inform[EOC]",[Bot]What day are you looking to travel?,[SOR][Bot]There are many trains for your Travel and destination. Where would you like to depart from and/or arrive?
"[SOC][User]I am also looking for a train. The train should depart from cambridge and should arrive by 17:30.
The train should leave on friday and should go to leicester[dialog_acts]Train-Inform[Bot]What day are you looking to travel?[dialog_acts]Train-Request[User]Friday please. [dialog_acts]Train-Inform[EOC]",[Bot]The TR0552 arrives by 17:06. Will that work for you?,"[SOR][Bot]Okay, the TR8599 leaves at 05:35 and arrives at 06:52. Would you like reservations for this?"
"[SOC][User]Friday please. [dialog_acts]Train-Inform[Bot]The TR0552 arrives by 17:06. Will that work for you?[dialog_acts]Train-Inform general-reqmore[User]Yes,can you book it for me and get a reference number ?[dialog_acts][EOC]","[Bot]The system is ready to go on the booking, how many people?","[SOR][Bot]Yes, that booking reference number for TR0552 is F3SAZN7. What else can I help you with today?"
"[SOC][User]Yes,can you book it for me and get a reference number ?[dialog_acts][Bot]The system is ready to go on the booking, how many people?[dialog_acts]Train-Request[User]What is the departure time for time for TR0552, also I would like to know the travel time as well?[dialog_acts]Train-Request[EOC]",[Bot]The departure time is 15:21. The travel time is 105 minutes. How many are traveling?,[SOR][Bot]TR0552 departs Cambridge for Broxbourne at 09:01. The travel time is 79 minutes. 
"[SOC][User]What is the departure time for time for TR0552, also I would like to know the travel time as well?[dialog_acts]Train-Request[Bot]The departure time is 15:21. The travel time is 105 minutes. How many are traveling?[dialog_acts]Train-Inform Train-Request[User]I actually won't need any tickets. Thank you for your help![dialog_acts]general-thank[EOC]",[Bot]You're welcome. Enjoy your stay.,[SOR][Bot]Great! Glad I could help. 
[SOC][User]I'm trying to find a hotel called Allenbell. Can you help?[dialog_acts]Hotel-Inform[Bot]Yes Allenbell is located on 517a coldham lane in the east. Would you like me to book a room for you?[dialog_acts]Booking-Inform Hotel-Inform[User]book for me bed and breakfast for five people from tommorrow. [dialog_acts]Hotel-Inform[EOC],[Bot]How many days will you be staying?,[SOR][Bot]Okay.  I've booked your room here is the information
[SOC][User]book for me bed and breakfast for five people from tommorrow. [dialog_acts]Hotel-Inform[Bot]How many days will you be staying?[dialog_acts]Booking-Request[User]Actually don't book it just yet on second thought.  Can you advise how many stars it has and the price first?[dialog_acts]Hotel-Request[EOC],[Bot]The Allenbell is a 4 star guesthouse in the cheap price range.,[SOR][Bot]It has 4 stars and also has free parking and internet. 
"[SOC][User]Actually don't book it just yet on second thought.  Can you advise how many stars it has and the price first?[dialog_acts]Hotel-Request[Bot]The Allenbell is a 4 star guesthouse in the cheap price range.[dialog_acts]Hotel-Inform[User]I need a a restaurant. The restaurant should be in the west and should serve italian food.
The restaurant should be in the moderate price range[dialog_acts]Restaurant-Inform Hotel-Request[EOC]",[Bot]I would suggest Prezzo then. Would you like for me to  book it?,"[SOR][Bot]Okay, I'd recommend golden house. Would you like to make a reservation?"
"[SOC][User]I need a a restaurant. The restaurant should be in the west and should serve italian food.
The restaurant should be in the moderate price range[dialog_acts]Restaurant-Inform Hotel-Request[Bot]I would suggest Prezzo then. Would you like for me to  book it?[dialog_acts]Booking-Inform Restaurant-Recommend[User]Yes I would. For 5 people on tuesday at 19:45.[dialog_acts]Restaurant-Inform[EOC]",[Bot]I was able to get that table booked for you for Tuesday.  The restaurant will hold the table for 15 minutes.  Your reference number is ISYR3HNC.,[SOR][Bot]How many people should I book it for?
"[SOC][User]Yes I would. For 5 people on tuesday at 19:45.[dialog_acts]Restaurant-Inform[Bot]I was able to get that table booked for you for Tuesday.  The restaurant will hold the table for 15 minutes.  Your reference number is ISYR3HNC.[dialog_acts]Booking-Book[User]Thank you so much, goodbye! [dialog_acts]general-thank[EOC]","[Bot]you're welcome, have a great day!",[SOR][Bot]I am glad I could help! Have a nice day.
"[SOC][User]I'm looking for a high quality restaurant in Cambridge please.[dialog_acts]Restaurant-Inform[Bot]Is there a specific type of cuisine that you would prefer?[dialog_acts]Restaurant-Request[User]No, I just want it to be expensive and located in the west.[dialog_acts]Restaurant-Inform[EOC]",[Bot]I have the graffiti it serves british food. Would you like to make reservations there?,[SOR][Bot]chiquito restaurant bar is an expensive restaurant in the west area. Would you like to make a reservation?
"[SOC][User]No, I just want it to be expensive and located in the west.[dialog_acts]Restaurant-Inform[Bot]I have the graffiti it serves british food. Would you like to make reservations there?[dialog_acts]Booking-Inform Restaurant-Recommend[User]Yes, please. There are 5 of us coming on sunday. Maybe around 18:00?[dialog_acts]Restaurant-Inform[EOC]",[Bot]I was able to book a table for you.  The Reference number is : SATXTMCN. Is there anything else you need?,[SOR][Bot]I have successfully booked you at graffiti. The reference number for your reservation is G422DN4Q.
"[SOC][User]Yes, please. There are 5 of us coming on sunday. Maybe around 18:00?[dialog_acts]Restaurant-Inform[Bot]I was able to book a table for you.  The Reference number is : SATXTMCN. Is there anything else you need?[dialog_acts]general-reqmore Booking-Book[User]I also need a train.[dialog_acts]Train-Inform[EOC]",[Bot]Where will you be departing from and what will be your departing time?,[SOR][Bot]Where will you be departing from earlier?
[SOC][User]I also need a train.[dialog_acts]Train-Inform[Bot]Where will you be departing from and what will be your departing time?[dialog_acts]Train-Request[User]I need to get to Cambridge by 09:00 on Sunday. I'll be leaving from Stevenage.[dialog_acts]Train-Inform[EOC],[Bot]how about TR1542? it leaves at 05:54,[SOR][Bot]TR7510 depart from stevenage at 9:54 would you like any tickets?
"[SOC][User]I need to get to Cambridge by 09:00 on Sunday. I'll be leaving from Stevenage.[dialog_acts]Train-Inform[Bot]how about TR1542? it leaves at 05:54[dialog_acts]Train-OfferBook[User]Great, still figuring out transportation arranagments so no need to book, how long is the travel time?[dialog_acts]Train-Request[EOC]",[Bot]travel time is 49 minutes. Is there anything else I can help with?,"[SOR][Bot]Yes, from Stevenage 49 minutes. "
"[SOC][User]Great, still figuring out transportation arranagments so no need to book, how long is the travel time?[dialog_acts]Train-Request[Bot]travel time is 49 minutes. Is there anything else I can help with?[dialog_acts]Train-Inform general-reqmore[User]Can you give me the ticket price, please?[dialog_acts]Train-Request[EOC]",[Bot]Of course! The price is 10.24 pounds. Can I help you with anything else today?,[SOR][Bot]It is 5.52 pounds.
"[SOC][User]Can you give me the ticket price, please?[dialog_acts]Train-Request[Bot]Of course! The price is 10.24 pounds. Can I help you with anything else today?[dialog_acts]Train-Inform general-reqmore general-greet[User]That's all for today, thank you[dialog_acts]general-thank[EOC]",[Bot]Alright thank you and have a wonderful rest of your day!,[SOR][Bot]We hope you enjoy your visit. Have a great day!
"[SOC][User]Can you please tell me about cherry hinton water play?[dialog_acts]Attraction-Inform[Bot]Yes, it is a park located at Cherry Hinton Hall, Cherry Hinton Road. Phone is 01223446100.[dialog_acts]Attraction-Inform[User]Thank you. Can you please tell me the area of town this is in?[dialog_acts]Attraction-Request[EOC]",[Bot]Yes it is on the east side. Anyhting else I may help you with today?,[SOR][Bot]The water play has no info on area but it's located in the north c
"[SOC][User]Thank you. Can you please tell me the area of town this is in?[dialog_acts]Attraction-Request[Bot]Yes it is on the east side. Anyhting else I may help you with today?[dialog_acts]general-reqmore Attraction-Inform[User]I also need some help finding a place to dine at, can you look that up for me?[dialog_acts][EOC]","[Bot]Yes, could you tell me what type of food you would like and the part of town you prefer?",[SOR][Bot]I have many restaurants to choose from though!  What kind of food would you like to eat?
"[SOC][User]I also need some help finding a place to dine at, can you look that up for me?[dialog_acts][Bot]Yes, could you tell me what type of food you would like and the part of town you prefer?[dialog_acts]Restaurant-Request[User]I want to eat in the south. [dialog_acts]Restaurant-Inform[EOC]",[Bot]I have 9 restaurants available.   What type of food would you like? ,"[SOR][Bot]I apologize, but I do not have listings for restaurants in the south that serve South American food. Is there another type of food you would like to try?"
[SOC][User]I want to eat in the south. [dialog_acts]Restaurant-Inform[Bot]I have 9 restaurants available.   What type of food would you like? [dialog_acts]Restaurant-Request Restaurant-Inform[User]I don't have a food preference. [dialog_acts][EOC],[Bot]what about price range?,[SOR][Bot]I think oak bistro would fit your needs. How many seats will you need?
[SOC][User]I don't have a food preference. [dialog_acts][Bot]what about price range?[dialog_acts]Restaurant-Request[User]that should be moderate[dialog_acts]Restaurant-Inform[EOC],[Bot]I have pizza hut cherry hinton located at G4 Cambridge Leisure Park Clifton Way Cherry Hinton. Would you like reservations?,[SOR][Bot]I have found many cheap restaurants to chose from. Is there a type of cuisine you prefer?
[SOC][User]that should be moderate[dialog_acts]Restaurant-Inform[Bot]I have pizza hut cherry hinton located at G4 Cambridge Leisure Park Clifton Way Cherry Hinton. Would you like reservations?[dialog_acts]Booking-Inform Restaurant-Inform[User]I would for two people please.[dialog_acts][EOC],[Bot]What day and time would you like to book the table?,[SOR][Bot]I'm sorry we only run multiple sports games.   Do you have any other criteria you would like to narrow me down?
[SOC][User]I would for two people please.[dialog_acts][Bot]What day and time would you like to book the table?[dialog_acts]Booking-Request[User]Tuesday at... oh... 16:45.[dialog_acts]Restaurant-Inform[EOC],"[Bot]Your table is reserved, ref #OXGR059E. Can I help you with anything else today?","[SOR][Bot]Booking was successful. The table will be reserved for 15 minutes.
Reference number is : JSYYEXTY."
"[SOC][User]Tuesday at... oh... 16:45.[dialog_acts]Restaurant-Inform[Bot]Your table is reserved, ref #OXGR059E. Can I help you with anything else today?[dialog_acts]general-reqmore Booking-Book[User]i need to find a taxi to commute me between these two paces that arrives at the restaurant by my booked time.[dialog_acts]Taxi-Inform Restaurant-Inform[EOC]",[Bot]You are all set! Be looking for a grey Audi. Anything else? ,[SOR][Bot]Yes I have a red volvo an taxi picking you up. The contact number is 0722563815. Do you any further questions? 
[SOC][User]i need to find a taxi to commute me between these two paces that arrives at the restaurant by my booked time.[dialog_acts]Taxi-Inform Restaurant-Inform[Bot]You are all set! Be looking for a grey Audi. Anything else? [dialog_acts]Taxi-Inform general-reqmore[User]What's the taxi's phone number?[dialog_acts]Taxi-Request[EOC],[Bot]Their contact number is 07076287361 should you need to contact them!,[SOR][Bot]They're at 251a Chesterton Road with a contact number of 07274266191. Is this all for today?
"[SOC][User]What's the taxi's phone number?[dialog_acts]Taxi-Request[Bot]Their contact number is 07076287361 should you need to contact them![dialog_acts]Taxi-Inform[User]Great, that's all I need, thanks so much for your help! Have a great day![dialog_acts]general-thank[EOC]",[Bot]No thank you that will be all,[SOR][Bot]Glad to be of service!
"[SOC][User]I'm looking for info about a restaurant in Cambridge called Little Seoul.[dialog_acts]Restaurant-Inform[Bot]Of course, the address is 108 Regent Street City Centre, postcode cb21dp. Did you want the phone number as well?[dialog_acts]Restaurant-Inform[User]No, but I do want its area and price range.[dialog_acts]Restaurant-Request[EOC]","[Bot]Certainly, it is in the centre area and is in the expensive price range. Is there anything else I can help you with?","[SOR][Bot]It's in the cheap price range. It is an Asian place, and they have a phone number of 01223306283. Do you need me to make a reservation?"
"[SOC][User]No, but I do want its area and price range.[dialog_acts]Restaurant-Request[Bot]Certainly, it is in the centre area and is in the expensive price range. Is there anything else I can help you with?[dialog_acts]general-reqmore Restaurant-Inform[User]Yes can you help me find something to do in the center of town that involves looking at a college?[dialog_acts]Attraction-Inform[EOC]",[Bot]We actually have 13 colleges in the center of town! Downing College on Regent Street is free to get in and a great place to visit.,[SOR][Bot]There are several notable colleges in the centre.  There are located in at Saint Andrew's Church Trinity Street City Centre.  Do you have a preference?
[SOC][User]Yes can you help me find something to do in the center of town that involves looking at a college?[dialog_acts]Attraction-Inform[Bot]We actually have 13 colleges in the center of town! Downing College on Regent Street is free to get in and a great place to visit.[dialog_acts]Attraction-Recommend Attraction-Inform[User]Could I get the phone number for Downing College?[dialog_acts]Attraction-Request Attraction-Inform[EOC],[Bot]No problem. They can be reached at 01223334860. Is there anything else I can help with?,"[SOR][Bot]Yes, the phone number is 01223334860. What else can I do for you today?"
[SOC][User]Could I get the phone number for Downing College?[dialog_acts]Attraction-Request Attraction-Inform[Bot]No problem. They can be reached at 01223334860. Is there anything else I can help with?[dialog_acts]general-reqmore Attraction-Inform[User]Yes please. I'd like to find a restaurant called little seoul. Do you have a listing for them?[dialog_acts]Restaurant-Inform[EOC],[Bot]Yes. They serve korean food and are in the centre. Would you like to book a reservation?,[SOR][Bot]Little seoul is a gastropub in the centre part of town at 17 Magdalene Street City Centre.  Their phone number is 0122324631.  Do you need more information? 
[SOC][User]Yes please. I'd like to find a restaurant called little seoul. Do you have a listing for them?[dialog_acts]Restaurant-Inform[Bot]Yes. They serve korean food and are in the centre. Would you like to book a reservation?[dialog_acts]Booking-Inform Restaurant-Inform[User]How much is entrance fee and may i also get a number for them?[dialog_acts]Attraction-Request[EOC],"[Bot]I do not have an entrance fee but if you are wanting to know the price range, Little Seoul is a more expensive restaurant. Their phone number is 01223308681. ","[SOR][Bot]Actually, I don't have a listing for Little Seoul. Can I look for a cheaper restaurant in the centre?"
